title,genre,overview
The Little Things (2021),"crime, thriller","Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case."
The Lobster (2015),"comedy, drama, romance, science fiction, thriller","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods."
The Lockdown (2024),action,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom."
The Locksmith (2023),"crime, drama, thriller","A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance."
The Lodge (2020),"drama, horror, thriller","When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past."
The Loneliest Boy in the World (2022),"comedy, horror","After losing his mother, a lonely boy decides to (literally) dig up some new friends, but when they mysteriously come back to life, he's launched into a series of misadventures as he tries to keep their secret safe from neighbors, classmates and social workers alike."
The Long Night (2022),horror,A devoted couple's quiet weekend takes a bizarre turn when a nightmarish cult and their maniacal leader come to fulfill an apocalyptic prophesy.
The Longest Day in Chang'an (2019),"action, adventure, mystery","Chang'an. The city of Eternal Peace. China's ancient imperial capital and the world's most magnificent metropolis. Its treasures and wealth are now under siege from a mysterious army. In 24 hours the enemies will launch a devastating attack. While the nobles panic and flee, the city's most notorious criminal will be its savior!"
The Longest Night (2022),crime,"The 4 horsemen of the Apocalypse meet to review the state of humanity and discuss strategies for the future. A weak and dying Death receives his companions with the intention of convincing them to torment humans less, but Famine, Pestilence and War dream of a humanity trapped in a world without escape."
The Longest Promise (2023),"drama, fantasy, science fiction","From the Kong Sang Continent comes the tale of the tumultuous love story of Princess Zhu Yan of the Chi Yi Tribe and Royal Prince Shi Ying,  The framing of the Queen results in the Prince being banished to Jiu Yi Mountain to cultivate. Once solely focused on his tasks, he develops romantic feelings for his disciple Zhu Yan. But their student/teacher relationship prevents either from expressing their true feelings.  Fate then works against them when they choose opposing sides in a political struggle of life and death proportions.  Eventually, putting aside their issues, they pledge to protect their beloved Kong Sang Continent."
The Longest Ride (2015),"drama, romance",The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.
The Looming Storm (2017),"crime, thriller","Yu, a self-assured factory guard, fancies himself a detective and begins poking his nose into a murder investigation."
The Lorax (2012),family,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
The Lord Musang King (2023),"action, crime, drama","Haikal, the son of a successful fruit farmer Samad, has been framed and jailed for a crime he did not commit. His father strikes a deal with a South Korean businessman and promises to buy over his company in exchange for helping to get Haikal out of jail. Unfortunately, Samad is killed before the deal is made, and the now released Haikal desperately wants to find a way to seek justice & vengeance."
The Lord of the Rings: The Fellowship of the Ring (2001),"action, adventure, fantasy","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
The Lord of the Rings: The Return of the King (2003),"action, adventure, fantasy","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
